"id","english","vietnamese","note","module","boi_canh","vi_du"
"762","Bluesnarfing","Bluesnarfing","Trộm dữ liệu từ thiết bị Bluetooth (ví dụ contacts, calendar, files) bằng cách khai thác lỗ hổng/profiles mở — hành vi xâm phạm quyền riêng tư, có thể là tội phạm.","5","Trong mục rủi ro dữ liệu di động, mô tả Bluesnarfing là hành vi truy xuất/trộm dữ liệu từ thiết bị Bluetooth thông qua lỗ hổng/profiles mở — nêu hậu quả, dấu hiệu và các biện pháp phòng thủ (patch, disable OBEX nếu không dùng).","Attacker dùng điện thoại có phần mềm đặc biệt truy cập danh bạ và file từ điện thoại khác có Bluetooth bật và không yêu cầu xác thực."
"763","Object Exchange (OBEX) protocol","Giao thức Object Exchange (OBEX)","Giao thức cấp phép truyền đối tượng (file, vCard) qua Bluetooth/IrDA; được dùng bởi dịch vụ OBEX FTP/Push. Nếu cấu hình/mapping kém, có thể bị lạm dụng để transfer file không mong muốn.","5","Trong phần giao thức Bluetooth/IrDA, giải thích OBEX dùng để trao file/vCard giữa thiết bị; thảo luận rủi ro khi mapping/cài đặt kém có thể cho phép transfer file không mong muốn và hướng khắc phục (chính sách pairing, logging).","Một thiết bị bật dịch vụ OBEX FTP mà không yêu cầu xác thực → attacker có thể gửi file độc hại qua Bluetooth mà người dùng không biết."
"764","Bluetooth Low Energy (BLE) attack","Tấn công Bluetooth Low Energy (BLE attack)","Các kỹ thuật khai thác lỗ hổng/điều chế trong BLE (pairing flaws, replay, spoofing, tracking) để làm lộ dữ liệu, vượt kiểm soát truy cập, hoặc theo dõi thiết bị. BLE có nhiều chế độ pairing khác nhau — cần hardening.","5","Khi trình bày các mối đe dọa IoT/di động, nêu BLE attack bao gồm khai thác pairing flaws, replay, spoofing, tracking — minh họa kịch bản (ví dụ tracking beacon) và khuyến nghị hardening (secure pairing, firmware updates).","Attacker khai thác lỗ hổng pairing BLE trên smartwatch để giả mạo thiết bị hợp lệ, đọc dữ liệu cảm biến hoặc vị trí người dùng."
"765","Radio-Frequency Identification (RFID) attack","Tấn công RFID (giao tiếp sóng vô tuyến định danh)","Các kỹ thuật khai thác giao tiếp RFID (e.g., eavesdropping, replay, skimming) để đọc/giả mạo/biến đổi thông tin trên tag/thẻ không tiếp xúc (ví dụ thẻ cửa, thẻ transit, thanh toán). Hệ quả: lộ thông tin định danh, truy cập trái phép.","5","Trong phần an ninh vật lý, mô tả các kỹ thuật tấn công RFID (eavesdrop, replay, skimming) nhằm đọc/giả mạo/thay đổi dữ liệu thẻ không tiếp xúc — phân tích tác động tới access control, thanh toán, và biện pháp phòng thủ.","Kẻ tấn công dùng đầu đọc RFID 13.56 MHz đặt gần cửa văn phòng để thu thập tín hiệu từ thẻ nhân viên khi họ đi qua → sao chép để truy cập trái phép."
"766","RFID cloning","Sao chép thẻ/tag RFID (RFID cloning)","Tạo bản sao thẻ RFID hợp lệ bằng cách đọc dữ liệu từ thẻ gốc và ghi vào thẻ rỗng/emulator. Dùng để vượt kiểm soát truy cập vật lý (door access, turnstile). Phòng thủ: dùng thẻ có bảo mật mạnh (challenge-response, key diversification), patch reader để phát hiện duplicate, kiểm soát vật lý, logging/alarms.","5","Trong mô tả lộ trình tấn công vật lý, ghi RFID cloning là tạo bản sao thẻ bằng cách đọc/ghi sang tag rỗng hoặc emulator để vượt kiểm soát truy cập; nêu phòng thủ (challenge-response, key diversification, detect duplicates, logging, physical protection).","Attacker đọc dữ liệu từ thẻ ra vào tòa nhà (MIFARE Classic) rồi ghi lại vào thẻ trắng → mở được cửa giống thẻ gốc."
"767","Password Spraying attack","Tấn công phun mật khẩu (Password Spraying)","Kỹ thuật brute-force theo chiều rộng: attacker thử một số mật khẩu phổ biến trên nhiều tài khoản (thay vì thử nhiều mật khẩu trên một tài khoản) để tránh trigger khóa tài khoản. Hiệu quả khi nhiều tài khoản dùng mật khẩu yếu/common. Phòng thủ: áp dụng chính sách mật khẩu mạnh, rate-limiting, lockout thresholds, monitoring failed attempts, dùng MFA.","5","Trong mục tấn công nhận dạng, trình bày Password Spraying là thử một số mật khẩu phổ biến trên nhiều tài khoản để tránh lockout — nêu dấu hiệu phát hiện, mitigations (MFA, rate-limit, lockout policy, monitoring failed attempts).","Attacker thử mật khẩu phổ biến “Winter2025!” trên hàng trăm tài khoản Office 365 công ty để tránh bị khóa tài khoản — và tìm thấy 1 tài khoản yếu."
"768","Credential stuffing attack","Tấn công nhồi nhét thông tin đăng nhập (Credential stuffing)","Sử dụng danh sách credential (email/username + password) rò rỉ từ dịch vụ khác để tự động thử đăng nhập trên dịch vụ mục tiêu — dựa trên thói quen reuse password của người dùng. Hậu quả: account takeover, fraud. Phòng thủ: triển khai bảo vệ chống bot (rate-limit, IP reputation, CAPTCHA), credential stuffing detection, MFA, giám sát login anomalies, khuyến khích/ép reset mật khẩu sau breach.","5","","Danh sách tài khoản bị rò rỉ từ Netflix được attacker dùng để thử đăng nhập vào Spotify hoặc Gmail — vì người dùng tái sử dụng mật khẩu."
"769","Exploit Chaining","Xâu chuỗi khai thác / chuỗi khai thác (Exploit Chaining)","Kỹ thuật phối hợp nhiều khai thác/lỗ hổng nối tiếp để đạt mục tiêu lớn hơn (ví dụ: khai thác lỗ hổng ban đầu để leo quyền rồi dùng lỗ hổng khác để di chuyển ngang). Phòng thủ: patch management nhanh, phân tách quyền (least privilege), network segmentation, EDR/IDS, giảm bề mặt tấn công.","5","","Attacker khai thác lỗ hổng web (SQLi) để tải lên webshell, sau đó dùng privilege escalation (kernel exploit) để chiếm quyền root và di chuyển ngang sang server khác."
"770","RESTful API","API RESTful","Kiến trúc/chuẩn giao tiếp web dùng HTTP để thao tác tài nguyên — GET/POST/PUT/DELETE, phổ biến trong dịch vụ web.","6","Là mục tiêu (target) chính khi pentest các ứng dụng web/di động hiện đại. Pentester tập trung tấn công vào các điểm cuối (endpoints) của API (ví dụ: /api/users/) bằng các phương thức HTTP (GET, POST, DELETE) để tìm các lỗ hổng như "Kiểm soát truy cập bị hỏng" (Broken Access Control - IDOR) hoặc "Xác thực hỏng" (Broken Authentication).","Hầu hết các ứng dụng di động hiện đại đều sử dụng RESTful API để giao tiếp với máy chủ, ví dụ như gửi một yêu cầu GET đến /api/users/123 để lấy thông tin người dùng."
"771","Extensible Markup Language Remote Procedure Call (XML-RPC)","XML-RPC","Giao thức RPC dựa trên XML để gọi hàm từ xa qua HTTP, truyền tham số/giá trị dưới dạng XML.","6","Là một giao thức API (web service) cũ, thường là "mục tiêu" (target) trên các hệ thống cũ như WordPress. Đối với pentester, nó nổi tiếng là một vector (phương tiện) để thực hiện tấn công "dò mật khẩu" (brute-force) (vì nó cho phép gửi nhiều lần đăng nhập trong một yêu cầu) hoặc tấn công DDoS (pingback).","Dịch vụ XML-RPC trên các trang WordPress cũ thường bị tin tặc lạm dụng để thực hiện tấn công brute-force (dò mật khẩu) hàng loạt, vì nó cho phép gửi nhiều lần đăng nhập trong một yêu cầu duy nhất."
"772","session fixation","cố định phiên","Tấn công khi attacker gán/ép người dùng dùng session ID mà attacker biết, rồi chiếm đoạt phiên sau khi nạn nhân đăng nhập.","6","Là một kỹ thuật tấn công "chiếm phiên" (session hijacking). Mục tiêu của pentester là "gán" (fix) một Session ID (mà pentester biết trước) cho trình duyệt của nạn nhân. Sau khi nạn nhân đăng nhập (authenticate) bằng Session ID đó, pentester có thể dùng chính ID đó để chiếm quyền (impersonate) phiên làm việc của họ.","Kẻ tấn công đã thực hiện cố định phiên (session fixation) bằng cách gửi cho nạn nhân một đường link đã chứa sẵn ID phiên (.../?SESSIONID=12345), và sau khi nạn nhân đăng nhập, kẻ tấn công đã dùng chính ID đó để chiếm quyền."
"773","OWASP Top 10","OWASP Top 10","Danh sách 10 rủi ro bảo mật ứng dụng web phổ biến nhất do OWASP tổng hợp; thường dùng làm chuẩn tham chiếu khắc phục.","6","Là "sách giáo khoa" hoặc "checklist" (danh sách kiểm tra) cơ bản nhất của một pentester ứng dụng web. Pentester dùng nó để cấu trúc (structure) bài kiểm thử và phân loại (categorize) các lỗ hổng tìm được trong báo cáo (report) (ví dụ: "A01: Broken Access Control", "A03: Injection"), giúp khách hàng dễ dàng hiểu được mức độ rủi ro.","Trong một cuộc pentest, chuyên gia bảo mật thường sử dụng OWASP Top 10 làm kim chỉ nam để kiểm tra các lỗ hổng phổ biến nhất như SQL Injection (A03:2021) và Broken Access Control (A01:2021)."
"774","business logic flaw","sai sót logic nghiệp vụ","Lỗi trong luồng xử lý ứng dụng cho phép người dùng lạm dụng chức năng để đạt lợi ích trái phép, không phải lỗi kỹ thuật.","6","Là loại lỗ hổng mà các máy quét tự động (scanners) không thể tìm thấy. Pentester phải kiểm tra thủ công (manual testing) bằng cách "lạm dụng" (abuse) các quy trình/chức năng (ví dụ: áp dụng mã giảm giá 100% sau khi đã thêm hàng vào giỏ, hoặc mua một mặt hàng với số lượng âm để được hoàn tiền).","Pentester đã phát hiện ra một sai sót logic nghiệp vụ (business logic flaw) khi anh ta có thể áp dụng mã giảm giá 100% cho một đơn hàng, sau đó thêm các mặt hàng đắt tiền khác vào giỏ hàng mà giá tiền vẫn bằng 0."
"775","SQL injection (SQLi)","tiêm SQL","Lỗ hổng cho phép chèn câu lệnh SQL độc hại vào input để truy xuất/sửa/xóa dữ liệu trong cơ sở dữ liệu.","6","Là một lỗ hổng chèn ép (injection) nghiêm trọng (CWE-89). Mục tiêu của pentester là "bẻ gãy" (break) câu lệnh SQL dự kiến bằng cách chèn (inject) các ký tự đặc biệt (như ') vào một ô nhập liệu (input field), nhằm trích xuất (dump) toàn bộ cơ sở dữ liệu (database) hoặc bypass (vượt qua) màn hình đăng nhập.","Bằng cách nhập chuỗi ' OR '1'='1 vào ô tên người dùng, kẻ tấn công đã khai thác lỗ hổng tiêm SQL (SQL injection) để đăng nhập vào tài khoản quản trị mà không cần mật khẩu."
"776","Boolean SQL injection","SQLi dạng Boolean","SQLi dùng phản hồi true/false từ ứng dụng để suy diễn cấu trúc hoặc dữ liệu.","6","Là một kỹ thuật (technique) của "SQLi mù" (Blind SQLi). Pentester dùng nó khi ứng dụng không trả về dữ liệu/lỗi, mà chỉ có hai trạng thái (ví dụ: "Tìm thấy" / "Không tìm thấy"). Pentester sẽ hỏi cơ sở dữ liệu một loạt câu hỏi "Đúng/Sai" (True/False) (ví dụ: "Chữ cái đầu tiên của mật khẩu admin có phải là 'a' không?") để "đoán" (infer) dữ liệu.","Kẻ tấn công đã thực hiện SQLi dạng Boolean (Boolean SQL injection) bằng cách thử truy vấn ...AND (SELECT SUBSTRING(password,1,1) FROM users WHERE username='admin') = 'a', và dựa vào việc trang web tải thành công (True) hay thất bại (False) để đoán mật khẩu."
"777","blind (or inferential) SQL injection","SQLi mù (suy diễn)","SQLi khi không thấy kết quả trực tiếp; attacker dùng thời gian hoặc phản hồi khác để đoán dữ liệu — ví dụ time-based, boolean-based.","6","Là loại hình (category) SQLi mà pentester không thấy được kết quả (output) trực tiếp. Nó bao gồm "Boolean-based" (dựa trên Đúng/Sai) và "Time-based" (dựa trên thời gian trễ), là các kỹ thuật khai thác chậm nhưng vẫn hiệu quả khi máy chủ đã che giấu mọi thông báo lỗi.","Do trang web không trả về lỗi, kẻ tấn công phải dùng SQLi mù (blind SQL injection) dạng time-based, sử dụng lệnh WAITFOR DELAY '0:0:5' để khiến cơ sở dữ liệu "ngủ" 5 giây và xác nhận lỗ hổng."
