"id","english","vietnamese","note","module","boi_canh","vi_du"
"1551","Wireless Body Area Network (WBAN)","Mạng khu vực cơ thể không dây","Một dạng của BAN sử dụng công nghệ không dây (như Bluetooth, Zigbee) để các cảm biến giao tiếp với nhau và với một thiết bị trung tâm","IOT","","WBAN cho phép bệnh nhân di chuyển tự do trong bệnh viện mà vẫn được theo dõi liên tục."
"1552","mHealth (Mobile Health)","Y tế di động","Việc thực hành y tế và sức khỏe cộng đồng được hỗ trợ bởi các thiết bị di động như điện thoại, máy tính bảng và thiết bị đeo","IOT","","Ứng dụng nhắc nhở uống thuốc trên điện thoại là một ví dụ đơn giản của mHealth."
"1553","eHealth (Electronic Health)","Y tế điện tử","Thuật ngữ rộng hơn, bao gồm việc sử dụng công nghệ thông tin và truyền thông (ICT) trong y tế, bao gồm cả mHealth, EHR và Telemedicine","IOT","","Việc lưu trữ hồ sơ bệnh án trên máy tính thay vì giấy tờ là một phần của eHealth."
"1554","Electronic Health Record (EHR)","Bệnh án điện tử","Một bản ghi kỹ thuật số về thông tin sức khỏe của bệnh nhân, có thể được chia sẻ giữa các nhà cung cấp dịch vụ y tế khác nhau","IOT","","Hệ thống EHR cho phép bác sĩ ở các khoa khác nhau truy cập cùng một thông tin bệnh sử của bệnh nhân."
"1555","Electronic Medical Record (EMR)","Hồ sơ bệnh án điện tử","Một bản ghi kỹ thuật số về bệnh sử của bệnh nhân tại một phòng khám hoặc bệnh viện cụ thể. EMR không dễ chia sẻ bằng EHR","IOT","","Phòng khám tư nhân A lưu trữ EMR của bệnh nhân trên hệ thống nội bộ của họ."
"1556","Personal Health Record (PHR)","Hồ sơ sức khỏe cá nhân","Một hồ sơ sức khỏe điện tử do chính bệnh nhân quản lý và duy trì, ví dụ: thông qua một ứng dụng hoặc cổng thông tin","IOT","","Bệnh nhân tự nhập dữ liệu từ máy đo huyết áp tại nhà vào PHR của mình."
"1557","Clinical Decision Support System (CDSS)","Hệ thống hỗ trợ quyết định lâm sàng","Một hệ thống công nghệ thông tin cung cấp cho bác sĩ các thông tin và khuyến nghị dựa trên bằng chứng để hỗ trợ việc ra quyết định điều trị","IOT","","Hệ thống CDSS có thể cảnh báo bác sĩ về nguy cơ tương tác thuốc khi kê đơn."
"1558","Picture Archiving and Communication System (PACS)","Hệ thống lưu trữ và truyền hình ảnh y tế","Công nghệ hình ảnh y tế cung cấp khả năng lưu trữ và truy cập thuận tiện đến hình ảnh từ nhiều loại thiết bị như X-quang, MRI, CT","IOT","","Bác sĩ X-quang sử dụng PACS để xem hình ảnh MRI của bệnh nhân từ máy tính của mình."
"1559","Radiology Information System (RIS)","Hệ thống thông tin chẩn đoán hình ảnh","Hệ thống máy tính được sử dụng để quản lý khoa chẩn đoán hình ảnh, bao gồm lên lịch cho bệnh nhân, theo dõi và quản lý kết quả","IOT","","RIS và PACS thường được tích hợp chặt chẽ với nhau."
"1560","Hospital Information System (HIS)","Hệ thống thông tin bệnh viện","Một hệ thống thông tin toàn diện được thiết kế để quản lý tất cả các khía cạnh hoạt động của bệnh viện: hành chính, tài chính, lâm sàng","IOT","","HIS quản lý mọi thứ từ việc nhập viện của bệnh nhân đến việc thanh toán viện phí."
"1561","HIPAA (Health Insurance Portability and Accountability Act)","Đạo luật về tính di động và trách nhiệm giải trình bảo hiểm y tế","Một luật liên bang của Hoa Kỳ yêu cầu bảo vệ thông tin sức khỏe nhạy cảm của bệnh nhân (PHI) khỏi bị tiết lộ mà không có sự đồng ý","IOT","","Mọi ứng dụng IoMT xử lý dữ liệu bệnh nhân ở Hoa Kỳ đều phải tuân thủ nghiêm ngặt quy định của HIPAA."
"1562","FDA (Food and Drug Administration)","Cục quản lý Thực phẩm và Dược phẩm (Hoa Kỳ)","Cơ quan chịu trách nhiệm quản lý và giám sát an toàn thực phẩm, dược phẩm, và thiết bị y tế tại Hoa Kỳ","IOT","","Thiết bị IoMT này phải được FDA phê duyệt trước khi được bán ra thị trường."
"1563","CE-MDD (Medical Device Directive)","Chỉ thị về Thiết bị Y tế (Châu Âu)","Một chỉ thị của Liên minh Châu Âu (nay được thay thế bởi MDR) quy định các yêu cầu mà thiết bị y tế phải đáp ứng để được bán tại Châu Âu","IOT","","Sản phẩm có dấu CE-MDD đáp ứng các tiêu chuẩn an toàn của EU."
"1564","IEC 60601","Tiêu chuẩn an toàn thiết bị y tế","Một bộ tiêu chuẩn quốc tế về an toàn và hiệu suất thiết yếu cho các thiết bị y tế điện","IOT","","Các kỹ sư phải thiết kế bộ nguồn của máy thở tuân thủ tiêu chuẩn IEC 60601."
"1565","DICOM (Digital Imaging and Communications in Medicine)","Tiêu chuẩn hình ảnh và truyền thông kỹ thuật số trong y tế","Tiêu chuẩn toàn cầu để truyền, lưu trữ, truy xuất, và hiển thị thông tin hình ảnh y tế","IOT","","Máy chụp MRI xuất hình ảnh ở định dạng DICOM để đảm bảo tính tương thích."
"1566","HL7 (Health Level Seven)","Tiêu chuẩn trao đổi dữ liệu y tế (Cấp độ 7)","Một bộ tiêu chuẩn quốc tế để truyền dữ liệu lâm sàng và hành chính giữa các ứng dụng phần mềm y tế","IOT","","Hệ thống HIS sử dụng HL7 để gửi thông tin nhập viện của bệnh nhân đến hệ thống phòng thí nghiệm."
"1567","FHIR (Fast Healthcare Interoperability Resources)","Tài nguyên tương tác nhanh trong y tế","Một tiêu chuẩn hiện đại (dựa trên HL7) để trao đổi dữ liệu y tế, sử dụng các công nghệ web (như API RESTful) để dễ dàng tích hợp","IOT","","Ứng dụng mHealth mới sử dụng FHIR API để lấy dữ liệu dị ứng của bệnh nhân từ EHR."
"1568","In-Home Care","Chăm sóc tại nhà","Dịch vụ chăm sóc sức khỏe hoặc hỗ trợ được cung cấp cho bệnh nhân tại nơi ở của họ","IOT","","Các thiết bị IoMT và RPM là công cụ hỗ trợ đắc lực cho dịch vụ In-Home Care."
"1569","Ambulatory","Điều trị ngoại trú / Lưu động","Đề cập đến các dịch vụ y tế không yêu cầu bệnh nhân nhập viện qua đêm, ví dụ: phòng khám ngoại trú","IOT","","Máy theo dõi ECG "ambulatory" cho phép bệnh nhân đeo thiết bị khi sinh hoạt bình thường."
"1570","Inpatient / Outpatient","Bệnh nhân nội trú / ngoại trú","Nội trú (Inpatient) là bệnh nhân nhập viện; Ngoại trú (Outpatient) là bệnh nhân đến khám và về trong ngày","IOT","","Hệ thống IoMT có thể theo dõi bệnh nhân cả khi họ là Inpatient và sau khi họ trở thành Outpatient."
"1571","Biocompatibility","Tương thích sinh học","Khả năng của một vật liệu (dùng trong thiết bị y tế) hoạt động mà không gây ra phản ứng có hại như dị ứng, viêm cho cơ thể","IOT","","Vỏ của cảm biến cấy ghép phải được làm từ vật liệu có tính tương thích sinh học cao."
"1572","Sterilization","Tiệt trùng","Quá trình loại bỏ, tiêu diệt hoặc vô hiệu hóa tất cả các dạng sống (như vi khuẩn, vi rút) trên bề mặt hoặc trong vật liệu","IOT","","Các cảm biến IoMT dùng trong phẫu thuật phải trải qua quá trình tiệt trùng nghiêm ngặt."
"1573","Clinical Trial","Thử nghiệm lâm sàng","Các nghiên cứu hoặc thí nghiệm được thực hiện trên người để đánh giá một can thiệp y tế (như thuốc mới, thiết bị IoMT mới)","IOT","","Thiết bị CGM mới đang trong giai đoạn Thử nghiệm lâm sàng Giai đoạn 3."
"1574","Smart Agriculture","Nông nghiệp thông minh","Việc ứng dụng công nghệ hiện đại (IoT, AI, drones) vào nông nghiệp để tăng năng suất, hiệu quả và tính bền vững","IOT","","Smart Agriculture giúp nông dân ra quyết định dựa trên dữ liệu thay vì kinh nghiệm."
"1575","Precision Agriculture","Nông nghiệp chính xác","Một phương pháp quản lý trang trại sử dụng công nghệ để thu thập dữ liệu chi tiết và áp dụng các biện pháp can thiệp (tưới, bón phân) một cách chính xác","IOT","","Precision Agriculture giúp bón phân đúng nơi cần, tránh lãng phí."
"1576","Precision Farming","Canh tác chính xác","Thường dùng đồng nghĩa với "Precision Agriculture", tập trung vào việc quản lý các yếu tố đầu vào một cách chi tiết trên từng khu vực nhỏ của cánh đồng","IOT","","GPS và cảm biến là cốt lõi của Precision Farming."
"1577","AgTech / AgriTech","Công nghệ nông nghiệp","Viết tắt của "Agricultural Technology", bao gồm tất cả các công nghệ được sử dụng trong nông nghiệp, từ máy móc đến phần mềm và IoT","IOT","","Các công ty khởi nghiệp AgriTech đang thu hút nhiều vốn đầu tư."
"1578","Farm Management Software (FMS)","Phần mềm quản lý trang trại","Phần mềm giúp nông dân lập kế hoạch, theo dõi và phân tích tất cả các hoạt động trong trang trại, từ gieo trồng đến tài chính","IOT","","FMS tích hợp dữ liệu từ cảm biến IoT để đưa ra bức tranh tổng thể về trang trại."
"1579","Crop Monitoring","Giám sát cây trồng","Quá trình theo dõi sức khỏe và sự phát triển của cây trồng bằng cách sử dụng các công cụ như cảm biến, vệ tinh hoặc drones","IOT","","Drones được sử dụng cho Crop Monitoring để phát hiện sớm sâu bệnh."
"1580","Livestock Monitoring","Giám sát vật nuôi","Việc sử dụng công nghệ (như thẻ đeo IoT, camera AI) để theo dõi sức khỏe, vị trí và hành vi của vật nuôi","IOT","","Hệ thống Livestock Monitoring cảnh báo khi một con bò có dấu hiệu bị bệnh hoặc bỏ ăn."
"1581","Soil Sensor","Cảm biến đất","Thiết bị IoT được đặt trong đất để đo lường các thông số quan trọng của đất","IOT","","Soil Sensor cung cấp dữ liệu thời gian thực về điều kiện canh tác."
"1582","Soil Moisture","Độ ẩm đất","Lượng nước chứa trong đất. Cảm biến độ ẩm đất là một trong những cảm biến IoT phổ biến nhất","IOT","","Tưới tiêu thông minh dựa trên dữ liệu Soil Moisture giúp tiết kiệm nước."
"1583","Soil pH","Độ pH của đất","Chỉ số đo độ chua hoặc độ kiềm của đất, ảnh hưởng trực tiếp đến khả năng hấp thụ dinh dưỡng của cây","IOT","","Cảm biến Soil pH giúp nông dân quyết định cần bón vôi hay không."
"1584","Electrical Conductivity (EC)","Độ dẫn điện (của đất)","Chỉ số đo nồng độ muối hòa tan (dinh dưỡng) trong đất. EC cao hoặc thấp đều có thể gây hại cho cây","IOT","","Cảm biến EC giúp xác định lượng phân bón cần thiết."
"1585","NPK Sensor (Nitrogen, Phosphorus, Potassium)","Cảm biến NPK","Cảm biến đo hàm lượng ba chất dinh dưỡng đa lượng chính trong đất: Nitơ (N), Phốt pho (P), và Kali (K)","IOT","","Nông dân sử dụng NPK Sensor để bón phân một cách chính xác."
"1586","Drones / UAVs (Unmanned Aerial Vehicles)","Máy bay không người lái","Thiết bị bay không người lái, được sử dụng trong nông nghiệp để chụp ảnh, lập bản đồ, phun thuốc hoặc gieo hạt","IOT","","Drones (UAVs) giúp phun thuốc trừ sâu nhanh và đồng đều hơn so với làm thủ công."
"1587","Multispectral Imaging","Chụp ảnh đa phổ","Công nghệ chụp ảnh sử dụng các cảm biến nhạy cảm với các dải sóng ánh sáng khác nhau (bao gồm cả dải mắt người không thấy được)","IOT","","Camera Multispectral trên drone giúp đánh giá sức khỏe cây trồng."
